Company,URL,IndustryCode,IndustryCodeDescription
Lubavitch Liverpool,http://www.lubavitchliverpool.com,85,(85)  Health and Social Work
Lucas Ltd,http://www.lucasnews.info,74,(74)  Other Business Activities
Lucy Guy Enterprises Ltd,http://lucyguypsychics.com/,93,(93)  Other Service Activities
Luigi's Fish & Chip Shop,http://giorginamedori.wixsite.com/luigisrestaurant,55,(55)  Hotels and Restaurants
Luma Studio Ltd,https://www.lumastudio.co.uk/,74,(74)  Other Business Activities
Lumsden Support Ltd,http://www.lumsdensupport.co.uk,74,(74)  Other Business Activities
Luneside Studios Ltd,http://www.lunesidestudios.com,92,"(92)  Recreational, Cultural and Sporting Activities"
Lynks Security Consulting Ltd,http://www.lynks.co.uk,74,(74)  Other Business Activities
Posy Bowl,http://www.lythamposybowl.com/,45,(45)  Construction
Lytx Europe Ltd,https://www.lytx.com/en-us/,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
M65 Recruitment Ltd,http://www.m65recruitment.com/,74,(74)  Other Business Activities
Mabyland Ltd,http://www.mabyland.com,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Mac Fabs Ltd,http://www.macfabs.co.uk,28,"(28)  Manufacture of Fabricated Metal Products, Except Machinery and Equipment"
McFarlane Packaging,https://www.macfarlanegroup.com/,21,"(21)  Manufacture of Pulp, Paperand Paper Products"
Machinery Maintenance Ltd,http://www.machinerymaintenanceltd.co.uk,28,"(28)  Manufacture of Fabricated Metal Products, Except Machinery and Equipment"
Mackenzie Jones Hr Ltd,http://www.mackenziejones.co.uk,74,(74)  Other Business Activities
Mactaggart & Mickel Group Ltd,http://www.macmic.co.uk,45,(45)  Construction
Macmillan Cancer Support,https://www.macmillan.org.uk/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Macnaughton and Bell Construction Ltd,http://www.macnaughtonandbell.co.uk,45,(45)  Construction
Mac Signs Uk Ltd,https://mac-signs.co.uk/,36,(36)  Manufacture of Furniture; Manufacturing Not Elsewhere Classified
Mad Business Solutions Ltd,http://www.madbusinesssolutions.co.uk,64,(64)  Post and Telecommunications
Magal Properties Ltd,https://www.magalproperties.com/,45,(45)  Construction
Flore 39 Ltd,http://www.maggsltd.com,74,(74)  Other Business Activities
Magna Trading Ltd,http://magnatrading.co.uk/,74,(74)  Other Business Activities
Magnet,https://www.magnet.co.uk/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Mahmoods (Franchising) Ltd,http://www.mahmoods.biz,91,(91)  Activities of Membership Organisations Not Elsewhere Classified
Maine Finance Ltd,http://quotesupermarket.com/sites/mf/,67,(67)  Activities Auxiliary to Financial Intermediation
Mainwave Ltd,http://www.mainwave.co.uk,72,(72)  Computer and Related Activities
Hotel Maiyango Ltd,http://www.maiyango.com,55,(55)  Hotels and Restaurants
The Makaton Charity,https://www.makaton.org/,85,(85)  Health and Social Work
Laurelgrove Productions Ltd,http://makin.tv/,92,"(92)  Recreational, Cultural and Sporting Activities"
Making Space,http://www.makingspace.co.uk,65,"(65)  Financial Intermediation, Except Insurance and Pension Funding"
Malachi Theatre Services Ltd,http://www.malachi.org.uk,92,"(92)  Recreational, Cultural and Sporting Activities"
More Active Living for Health Ltd,http://malfh.org/,93,(93)  Other Service Activities
Window Advisory Services Ltd,https://www.malvernglass.co.uk/,45,(45)  Construction
Managed Waste Solutions Ltd,http://www.managedwastesolutions.com,90,"(90)  Sewage and Refuse Disposal, Sanitation and Similar Activities"
Management Solutions Europe Uk Ltd,https://www.managementsolutions.com/en,74,(74)  Other Business Activities
The Village Pharmacy,http://www.mandbhealthcare.com,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Bennett Christmas Group Ltd,http://www.mandco.com,67,(67)  Activities Auxiliary to Financial Intermediation
M & S Dental Care Ltd.,http://www.mandsdentalcare.co.uk,85,(85)  Health and Social Work
Mangetout (Uk) Ltd,http://www.mangetoutdeli.com,55,(55)  Hotels and Restaurants
Wallington Fish Bar Ltd,https://mangolounge-wallington.co.uk/,55,(55)  Hotels and Restaurants
Manhattan 48 Ltd,https://prmf.co.uk,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
J H M Financial Ltd,https://www.mannjudd.co.uk/,67,(67)  Activities Auxiliary to Financial Intermediation
Mannley Cylinders Ltd,http://www.mannleycylinders.com,28,"(28)  Manufacture of Fabricated Metal Products, Except Machinery and Equipment"
Manor It (Uk) Ltd,http://www.manor.net,64,(64)  Post and Telecommunications
Manorcraft Interior Systems Ltd,https://www.manorcraft.net/,45,(45)  Construction
Manor Fish & Chinese Bar,http://www.manorfishbar.co.uk,55,(55)  Hotels and Restaurants
Manor Joinery and Construction Ltd,http://www.manorjoinery.com,45,(45)  Construction
Manor Mortgages Ltd,http://www.manormortgagesltd.co.uk,67,(67)  Activities Auxiliary to Financial Intermediation
Mansell Estates Ltd,http://www.mansellestates.co.uk,70,(70)  Real Estate Activities
Mansion Student Ltd,http://www.mansionstudent.co.uk,74,(74)  Other Business Activities
Bob Spiers Productions Ltd.,http://www.mapaccountants.co.uk,74,(74)  Other Business Activities
Mapletree Catering Ltd,http://www.mapletreecatering.com,55,(55)  Hotels and Restaurants
Maple Veterinary Surgery,http://www.maplevets-warrington.co.uk,85,(85)  Health and Social Work
Marco Vigni Ltd,http://www.marcovigni.co.uk,74,(74)  Other Business Activities
Marfleet Construction Ltd,http://www.marfleetconstruction.co.uk,45,(45)  Construction
Nefertiti Ltd,http://www.margaritabelska.com,80,(80)  Education
Margreiter Ltd,http://www.margreiter.co.uk,70,(70)  Real Estate Activities
Marilla Garland Property Management Ltd,http://www.marillagarlandproperty.co.uk,70,(70)  Real Estate Activities
La Passione Ltd,http://www.marinoslapassione.co.uk,55,(55)  Hotels and Restaurants
Maurius Press,http://www.mariuspress.com,22,"(22)  Publishing, Printing and Reproduction of Recorded Media"
Mvp Products Ltd,http://www.markcomedia.com,74,(74)  Other Business Activities
Marketing Delivery Ltd,http://marketingdelivery.co.uk/,74,(74)  Other Business Activities
Bang Anderson Ltd,http://www.banganderson.co.uk/legal-portfolio/,74,(74)  Other Business Activities
Mark Greig Plumbing & Heating Ltd,https://www.markgreigplumbingandheating.co.uk/,45,(45)  Construction
Mark Rice Estate Agents Ltd,http://www.markrice.co.uk,70,(70)  Real Estate Activities
Ubm (Uk) Ltd,https://www.markssattin.co.uk/,74,(74)  Other Business Activities
Marshall Clay Products,http://www.marshalls.cn,14,(14)  Other Mining and Quarrying
Plume of Feathers,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Marston Thompson Evershed,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Fox Tavern,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Brickmakers Arms,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Monkey House,http://www.marstons.co.uk,15,(15)  Manufacture of Food Products and Beverages
Marston's Plc,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Horse & Jockey,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
New Inn,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Kings Head,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Anchor Inn,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
George Inn,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Ring O Bells,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Holly Bush Inn,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Merrie Monk,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Mansfield Brewery Ltd,http://www.marstons.co.uk,45,(45)  Construction
Hare & Hounds - Marsdens,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Market Tavern,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
George & Dragon,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Ring 'O Bells,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Pack Horse Inn,http://www.marstonsacquisitions.co.uk,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Biddy Mulligans,http://www.marstonsacquisitions.co.uk,15,(15)  Manufacture of Food Products and Beverages
Greyhound Inn,http://www.marstons.co.uk,15,(15)  Manufacture of Food Products and Beverages
Prince of Wales Inn,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Kings Head,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Boars Head Hotel,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Britannia,http://www.marstons.co.uk,15,(15)  Manufacture of Food Products and Beverages
Fox & Hounds,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
George & Dragon,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
The Old Bush,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Malt Shovel Inn,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Cross Keys Inn,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Robin Hood Inn,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Bowling Green Inn,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Inn the Bell,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
George Hotel,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Dudley Arms,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Dog & Pheasant,http://www.marstons.co.uk,15,(15)  Manufacture of Food Products and Beverages
Britannia Inn,http://www.marstons.co.uk,55,(55)  Hotels and Restaurants
Country Bakehouse Ltd,http://www.martinscakes.co.uk,15,(15)  Manufacture of Food Products and Beverages
Martyn Moon International Ltd,http://martynmoon.co.uk/,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
The Mary How Trust for Cancer Prevention,https://www.maryhowtrust.org/,85,(85)  Health and Social Work
Mason Electrical Services Ltd,http://www.masonelectricalservicesltd.co.uk,45,(45)  Construction
Mason Evans Partnership (Holdings) Ltd,http://www.masonevans.co.uk,74,(74)  Other Business Activities
Massterra Ltd,http://www.massterra.com,62,(62)  Air Transport
Basf Plc,https://www.master-builders-solutions.basf.co.uk/en-gb,24,(24)  Manufacture of Chemicals and Chemical Products
Master Class Education Ltd,http://www.masterclasseducation.co.uk,74,(74)  Other Business Activities
Mastertrade Supplies Ltd,http://www.mastertrade-supplies.co.uk,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Matalan,https://www.matalan.co.uk/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Matcon Ltd,https://www.matconibc.com,36,(36)  Manufacture of Furniture; Manufacturing Not Elsewhere Classified
Matlocks Ltd,http://www.matlocks.co.uk,93,(93)  Other Service Activities
Matrix Law Ltd,https://www.matrixsolicitors.net/,74,(74)  Other Business Activities
Furness-Lyman Ltd,http://www.mattfurnessphotography.com/moiVh/,70,(70)  Real Estate Activities
Mauger Modern Art Ltd,http://www.maugermodern.com,74,(74)  Other Business Activities
Csam Health Uk Ltd,http://www.mawell.com,72,(72)  Computer and Related Activities
Mawsley Dental Clinic Ltd,http://www.mawsleydentalclinic.co.uk,85,(85)  Health and Social Work
Maxi Automation Ltd,http://maxiautomation.com/,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Maxilla Packaging,http://www.maxillapackaging.com/home/,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Mayfair Drives Ltd,http://www.mayfairdrivesltd.co.uk,74,(74)  Other Business Activities
Mayflower,http://mayflowersedgley.co.uk/,55,(55)  Hotels and Restaurants
Hoddesdon (Community) Society of Performing Arts Ltd.,http://mayhemtheatrearts.co.uk/,74,(74)  Other Business Activities
The Bear,https://www.mbplc.com/,55,(55)  Hotels and Restaurants
Jediq Ltd,http://www.mcpimages.ca,72,(72)  Computer and Related Activities
McS Technology Ltd,https://mcscom.co.uk/,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
M C Services (Devon) Ltd,http://www.mc-services-ltd.co.uk,74,(74)  Other Business Activities
Millenum Computer Services Ltd,https://www.mcs-limited.com/,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Mdj Accountancy Solutions Ltd,http://www.mdj.solutions,74,(74)  Other Business Activities
Mdn Mechanical Services Ltd.,http://www.mdnmechanical.co.uk,74,(74)  Other Business Activities
Mdsl Ltd,http://www.mdslltd.com,28,"(28)  Manufacture of Fabricated Metal Products, Except Machinery and Equipment"
Mdw Fireplace Services Ltd,http://mdwfireplaces.co.uk/,45,(45)  Construction
Me Construction Ltd,http://www.meconstruction.co.uk/home/,45,(45)  Construction
Medcare Plan Ltd,http://www.medcareplan.co.uk,74,(74)  Other Business Activities
Medeanalytics International Ltd,http://medeanalytics.com/,72,(72)  Computer and Related Activities
Media Messages Ltd,http://www.mediamessages.co.uk,74,(74)  Other Business Activities
Media Powerhouse Ltd,http://media-powerhouse.com/,92,"(92)  Recreational, Cultural and Sporting Activities"
Mediaworks Uk Ltd,https://www.mediaworks.co.uk/,74,(74)  Other Business Activities
Medical Aid Films Ltd,http://www.medicalaidfilms.org,80,(80)  Education
Medical Marketing Consultants Ltd,http://www.medicalmarketingconsultants.co.uk,74,(74)  Other Business Activities
Medicare Chemists Ltd,http://www.medicarechemists.co.uk,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Medi Prospects Ltd,http://www.mediprospects.com/,80,(80)  Education
Mediquip,https://www.mediquipuk.co.uk/shop/index.php,71,(71)  Renting of Machinery & Eqpt Without Operator & of Personal & House'd Goods
Kadampa Meditation Centre Edinburgh Ltd,http://www.meditateinedinburgh.org,91,(91)  Activities of Membership Organisations Not Elsewhere Classified
Meditrad Consulting Ltd,http://www.meditrad.eu,74,(74)  Other Business Activities
Megabrokers Ltd,https://www.megabrokers.co.uk/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Meissa Ltd,http://www.meissa-limited.com,22,"(22)  Publishing, Printing and Reproduction of Recorded Media"
The Mellors Group Ltd,http://www.mellorsgroupevents.com,74,(74)  Other Business Activities
Melrose Funeral Services Ltd,http://www.melroseanddennis.co.uk,93,(93)  Other Service Activities
Memorial Woodlands Funeral Plan Ltd,http://www.memorialwoodlands.com,93,(93)  Other Service Activities
Mencap,https://www.mencap.org.uk/,91,(91)  Activities of Membership Organisations Not Elsewhere Classified
Mencap Ltd,https://www.mencap.org.uk/,85,(85)  Health and Social Work
Mencap,https://www.mencap.org.uk/,91,(91)  Activities of Membership Organisations Not Elsewhere Classified
Mencap Ltd,https://www.mencap.org.uk/,91,(91)  Activities of Membership Organisations Not Elsewhere Classified
Bishops Stortford Mencap,http://www.mencapgrovecottage.org,85,(85)  Health and Social Work
Merchandise Ltd.,https://www.merchandise.co.uk/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Merchistoun Ltd,http://www.merchistoun.com,72,(72)  Computer and Related Activities
Mercy Ltd,http://www.mercyonline.co.uk,92,"(92)  Recreational, Cultural and Sporting Activities"
Animal Health Centre,https://www.merialvetsite.com/,85,(85)  Health and Social Work
Merida Networks Ltd,http://www.meridanetworks.com,72,(72)  Computer and Related Activities
Merlin Telecommunications Ltd,http://www.merlin-telecom.co.uk,64,(64)  Post and Telecommunications
Merrett Survey Ltd,http://www.merrettsurvey.com,74,(74)  Other Business Activities
Merrie England,http://www.merrie-england.com,55,(55)  Hotels and Restaurants
Merrie England Coffee Shop,http://www.merrie-england.com,55,(55)  Hotels and Restaurants
Hooton Chase Ltd,https://www.merseyrail.org/,85,(85)  Health and Social Work
Merseyside Police,http://www.merseyside.police.uk,75,(75)  Public Administration and Defence; Compulsory Social Security
Merstone Hall Ltd,http://www.merstonehall.org,85,(85)  Health and Social Work
Medical Equipment Supplies and Management Ltd,https://www.mesm.com/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Directorate of Legal Services Metropolitan Police,https://www.met.police.uk/,75,(75)  Public Administration and Defence; Compulsory Social Security
Tupperware,https://www.thyssenkrupp-materials.co.uk/,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Metaltex (Uk) Ltd.,http://www.metaltex.com,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Meta-Lucid Ltd,https://meta-lucid.com/,74,(74)  Other Business Activities
The Methodist Church in Great Britain,http://www.methodist.org.uk,91,(91)  Activities of Membership Organisations Not Elsewhere Classified
Met-Parts Engineering Ltd,http://www.met-parts.co.uk,74,(74)  Other Business Activities
Metrolux Services Ltd,http://www.metrolux.org.uk,63,(63)  Supporting & Auxiliary Transport Activities; Activities Of Travel Agencies
Mevalco (Fine Foods From Spain) Ltd,http://www.mevalco.com,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Meza 9 Ltd,http://www.meza9.co.uk,45,(45)  Construction
Mg Partnership,http://www.mgpartnership.com,74,(74)  Other Business Activities
M.G. Wealth Management Ltd,http://www.mgwealth.co.uk,74,(74)  Other Business Activities
McCormick and Hunter Ltd,http://mh-roofing.co.uk/,45,(45)  Construction
Mhub Ltd,http://www.mhub.tv,72,(72)  Computer and Related Activities
Balti Raj,http://www.miami-tanningstudio.co.uk,55,(55)  Hotels and Restaurants
Michael Guest Associates Ltd,http://www.michaelguest.co.uk,74,(74)  Other Business Activities
Sigal Distribution Ltd,http://abuse.spd.co.il/index2.php,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Michelle Sugar Art Ltd,http://www.michellesugarart.co.uk,93,(93)  Other Service Activities
Midas Computers (Uk) Ltd,http://www.midas-computers.co.uk,72,(72)  Computer and Related Activities
Mi-Space (Uk) Ltd,https://www.midasgroup.co.uk/,45,(45)  Construction
Midland Golf Union Ltd,https://www.midlandgolfunion.co.uk/,92,"(92)  Recreational, Cultural and Sporting Activities"
Midland Telecom Networks Ltd,https://www.midlandnetworks.co.uk/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Midlon Inspections Ltd,http://www.midlon.co.uk,74,(74)  Other Business Activities
Midsec Protection Systems,http://www.midsec.co.uk,74,(74)  Other Business Activities
Mike Bone Associates Ltd,http://www.mikeboneassociates.co.uk/disabled.php?iname=www.mikeboneassociates.co.uk,74,(74)  Other Business Activities
Mike Lewis Agencies Ltd,http://www.mikelewisagencies.co.uk,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Mike Murphy Racing Llp,http://www.mikemurphyracing.com,92,"(92)  Recreational, Cultural and Sporting Activities"
Miles 33 (Holdings) Ltd,http://www.miles33.com,72,(72)  Computer and Related Activities
Miles & Miles Self Drive Ltd,https://www.milesandmiles.co.uk/,71,(71)  Renting of Machinery & Eqpt Without Operator & of Personal & House'd Goods
Dean Court Road Ltd,http://www.millermercercolson.co.uk,70,(70)  Real Estate Activities
Millers,http://ww17.millersyork.co.uk/,55,(55)  Hotels and Restaurants
Mill Removals Ltd,http://www.millremovalshereford.com/,60,(60)  Land Transport; Transport Via Pipelines
Milsted Langdon Llp,https://www.milsted-langdon.co.uk/,74,(74)  Other Business Activities
Kingston Day Nursery,https://www.milton-keynes.gov.uk/,85,(85)  Health and Social Work
Windoor Installations Services Ltd,https://www.miltonkeynesdoubleglazing.co.uk/,45,(45)  Construction
Mime Consulting Ltd,http://www.mimeconsulting.co.uk,72,(72)  Computer and Related Activities
Mina Express Ltd,http://www.minaforex.com,74,(74)  Other Business Activities
Mind Charity Shop,https://www.mind.org.uk/,91,(91)  Activities of Membership Organisations Not Elsewhere Classified
Mind,https://www.mind.org.uk/,65,"(65)  Financial Intermediation, Except Insurance and Pension Funding"
M I N D,https://www.mind.org.uk/,65,"(65)  Financial Intermediation, Except Insurance and Pension Funding"
Mind Charity Shop,https://www.mind.org.uk/,85,(85)  Health and Social Work
Minerva Advisory Group Ltd,http://www.minervaadvisory.co.uk,74,(74)  Other Business Activities
Minney.Org Ltd,http://www.minney.org,74,(74)  Other Business Activities
Minster Veterinary Practice,https://minstervets.co.uk/,85,(85)  Health and Social Work
Minstrell Recruitment Services Ltd,http://www.minstrellrecruitment.com,74,(74)  Other Business Activities
Minstrell Recruitment Ltd,http://www.minstrellrecruitment.com,74,(74)  Other Business Activities
Minuteman Press (Coatbridge) Ltd,https://www.minutemanpress.co.uk/,22,"(22)  Publishing, Printing and Reproduction of Recorded Media"
Minuteman Press,http://www.minutemanpress.com,22,"(22)  Publishing, Printing and Reproduction of Recorded Media"
Mirabell Cucina Ltd,http://www.mirabell.co.uk,55,(55)  Hotels and Restaurants
Mirum Agency London Ltd,https://www.mirumagency.com/,74,(74)  Other Business Activities
Missenden Electrical Ltd.,https://www.missendenelectricalltd.co.uk/,45,(45)  Construction
Mission Recycling Ltd,https://www.myheru.com,74,(74)  Other Business Activities
Miss Millies Fried Chicken,http://missmillies.co.uk/,55,(55)  Hotels and Restaurants
Mister Chips,https://www.misterchipswhitby.co.uk/,55,(55)  Hotels and Restaurants
Mister Loft Ladder Ltd,http://www.misterloftladder.co.uk,45,(45)  Construction
Mitchells of Lancaster(Brewers)limited,https://www.mitchellsoflancaster.com/,55,(55)  Hotels and Restaurants
Mitig8 Ltd,http://www.mitig8.co.uk,67,(67)  Activities Auxiliary to Financial Intermediation
Mixam Uk Ltd,https://mixam.co.uk/,22,"(22)  Publishing, Printing and Reproduction of Recorded Media"
Mjn Technical Services Ltd,https://www.mjntsl.co.uk/,45,(45)  Construction
Mj Visual Ltd,http://mjvisual.co.uk/,72,(72)  Computer and Related Activities
Milton Keynes and Buckinghamshire Care Association,http://www.mkbcare.org.uk,74,(74)  Other Business Activities
Milton Keynes Cabling Ltd,http://www.mkcabling.co.uk/,64,(64)  Post and Telecommunications
M.K.M. Building Supplies (Ripon) Ltd,https://www.mkmbs.co.uk/,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Lodge Group Care Uk Ltd,https://www.mlprofessionals.com/,85,(85)  Health and Social Work
Mma Lighting Consultancy Ltd,http://www.mma-consultancy.co.uk,74,(74)  Other Business Activities
Marsh & Maxted Construction Ltd,http://www.m-mconstruction.co.uk,45,(45)  Construction
Mm Energy (Uk) Ltd,http://www.mmenergy.co.uk,36,(36)  Manufacture of Furniture; Manufacturing Not Elsewhere Classified
M&K Mottershead Ltd,http://www.mmfinefoods.co.uk,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Motor Neurone Disease Association,http://www.mndassociationwm.org,91,(91)  Activities of Membership Organisations Not Elsewhere Classified
M&D Law Llp,http://www.mndlaw.co.uk,74,(74)  Other Business Activities
M&E Blinds Ltd,https://www.mneblinds.co.uk/,17,(17)  Manufacture of Textiles
Jeff Williams Mobile Pressure Washing Ltd,https://www.mobilepressurewashing.co.uk/,45,(45)  Construction
Modepharma Ltd,https://www.modepharma.com/,74,(74)  Other Business Activities
Moles Seeds (U.K.) Ltd,https://www.wholesale.molesseeds.co.uk,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Moletest (Uk) Ltd,http://www.moletestuk.com,85,(85)  Health and Social Work
Mono Civil Design Consultants Ltd,http://www.monocivildesignconsultants.co.uk,74,(74)  Other Business Activities
Moon Design Ltd,http://www.moonarchitectandbuilder.co.uk/,74,(74)  Other Business Activities
Moonsurf Studios Ltd,http://www.moonsurfstudios.co.uk,92,"(92)  Recreational, Cultural and Sporting Activities"
Moor Consultants Ltd,http://www.moorconsultants.co.uk,74,(74)  Other Business Activities
Harrington Wood Asset Management Bath Ltd,http://www.moorestephens.co.uk,65,"(65)  Financial Intermediation, Except Insurance and Pension Funding"
Moorfield Real Estate Fund Ii Gp Ltd,http://www.moorfield.com,74,(74)  Other Business Activities
Moorfield Real Estate Fund Ii Cip Ltd,http://www.moorfield.com,74,(74)  Other Business Activities
More Than Loft Ladders Ltd,http://www.morethanloftladders.com,45,(45)  Construction
Morgan Cass (Renewables) Ltd,http://www.morgancass.co.uk,45,(45)  Construction
Morley's,https://www.morleyschicken.com/,55,(55)  Hotels and Restaurants
Polar Flame Music Ltd,https://morningsideschoolofmusic.co.uk,80,(80)  Education
Morph Interior Ltd,http://morphinterior.com/,74,(74)  Other Business Activities
Morrisbrand Ltd,http://www.morrisbrand.co.uk,45,(45)  Construction
Safeway,https://groceries.morrisons.com/webshop/startWebshop.do?dnr=y,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
W M Morrisons Supermarkets Plc,https://www.morrisons-corporate.com/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
W M Morrison Supermarkets Plc,https://www.morrisons-corporate.com/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Mark Thomas Mortgage Services Ltd,http://www.mortgagefind.co.uk,74,(74)  Other Business Activities
Lloyd Clarke Ltd,http://www.mortgagesbanbury.com,67,(67)  Activities Auxiliary to Financial Intermediation
Morton Eaves Ltd,http://www.mortoneaves.co.uk,74,(74)  Other Business Activities
Gannel Developments Ltd,http://www.morworkspace.co.uk,22,"(22)  Publishing, Printing and Reproduction of Recorded Media"
Mosen Ltd,https://mosenltd.com/,74,(74)  Other Business Activities
Mosleys Ltd,https://mosleys.eu/,74,(74)  Other Business Activities
Moss,https://www.moss.co.uk/,63,(63)  Supporting & Auxiliary Transport Activities; Activities Of Travel Agencies
Moss Bros Plc,https://www.moss.co.uk/,71,(71)  Renting of Machinery & Eqpt Without Operator & of Personal & House'd Goods
Moss Bros Plc,https://www.moss.co.uk/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Motech Solutions Ltd,https://www.motechsolutions.co.uk/,72,(72)  Computer and Related Activities
Moveware Ltd,http://www3.moveware.com.au,72,(72)  Computer and Related Activities
Cheltenham Mowers Ltd,https://www.mowers-online.co.uk/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Willander Properties Ltd,https://www.hugedomains.com/domain_profile.cfm?d=mpainternational&e=com,74,(74)  Other Business Activities
M.P. Bio Science Ltd,http://www.mpbioscience.com,15,(15)  Manufacture of Food Products and Beverages
Mpende Jirani,http://mpendejirani.org/,85,(85)  Health and Social Work
Woodlands Filling Station,http://www.mpkgarages.co.uk,50,"(50)  Sale, Maint/Repair of Motor Vehicles/Cycles; Retail Sale of Automotive Fuel"
Mpsagri Ltd,http://www.mpsagri.co.uk,29,(29)  Manufacture of Machinery and Equipment Not Elsewhere Classified
Michael Robinson Architectural Design Ltd,http://www.mradesign.co.uk,74,(74)  Other Business Activities
Membrane Roofing Consultancy Ltd,http://www.mrconsultancy.co.uk,45,(45)  Construction
M&R Haulage Ltd,http://www.mrhaulage.com,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Mri - Devices Ltd,https://mri-devices.com/,74,(74)  Other Business Activities
Mr Pitchfork's Pickles Ltd,https://www.mrpitchforkspickles.co.uk/,15,(15)  Manufacture of Food Products and Beverages
M.R. Windows Ltd,http://www.m-r-windows.net,45,(45)  Construction
Msb Building Ltd,http://www.msbbuilding.co.uk,45,(45)  Construction
